name_key,Player,season,Age,Team,pos_group,G,GS,BPM,OBPM,DBPM,VORP,PER,WS,WS_per_48,USG%,TRB%,AST%,STL%,BLK%,TOV%,Salary,injury_events,rest_events,total_il_events,severity_weighted_events,max_event_severity,distinct_body_parts,had_knee_injury,aging_curve_delta,contract_total_m,contract_y1_m,contract_aav_m,years_remaining,dead_cap_m,war_proxy,salary_m,contract_efficiency,injury_events_3yr,severity_3yr,age_injury_interaction,injury_risk_tier
nate darling,Nate Darling,2021,22,CHO,G,7,0,-4.0,-1.5,-2.5,0.0,8.2,0.0,0.038,15.4,2.1,5.1,0.0,3.8,10.7,547332.0,1,0,1,2,2,1,0,0.3496774193548387,,,,,,0.0,0.547332,0.0,1.0,2.0,22,Medium
nate hinton,Nate Hinton,2021,21,DAL,G,21,0,-3.4,-4.5,1.0,0.0,10.4,0.0,-0.015,24.4,5.3,12.4,3.7,2.0,9.7,547332.0,0,0,0,0,0,0,0,-0.1217054263565892,,,,,,0.0,0.547332,0.0,0.0,0.0,0,Low
nathan knight,Nathan Knight,2021,23,ATL,F,33,0,-3.7,-2.6,-1.0,-0.1,13.9,0.4,0.07,21.7,14.1,4.0,1.6,3.2,10.8,637362.0,0,0,0,0,0,0,0,0.42533333333333334,,,,,,-0.037037037037037035,0.637362,-0.05810989208179502,0.0,0.0,0,Low
naz reid,Naz Reid,2021,21,MIN,F,70,15,-0.2,-0.1,-0.2,0.6,18.2,3.2,0.113,22.5,12.9,8.7,1.2,4.9,9.5,1849950.0,0,0,0,0,0,0,0,1.1526785714285714,96.551724,21.551724,25.0,5.0,,0.2222222222222222,1.84995,0.12012336669759843,1.0,1.0,0,Low
nemanja bjelica,Nemanja Bjelica,2021,32,"MIA,SAC",F,37,3,-2.2,-1.4,-0.8,0.0,12.9,0.9,0.071,18.4,11.9,16.2,1.2,0.8,13.1,8713643.0,1,0,1,1,1,1,0,-0.7095238095238097,,,,,,0.0,8.713643,0.0,0.3333333333333333,0.3333333333333333,32,Low
nerlens noel,Nerlens Noel,2021,26,NYK,C,64,41,1.4,-2.4,3.8,1.3,14.8,5.2,0.162,9.2,14.3,4.1,2.3,8.7,20.4,6093457.0,3,0,3,5,2,2,1,-0.7216216216216216,,,,,,0.48148148148148145,6.093457,0.07901614493734534,2.3333333333333335,4.333333333333333,78,High
nic claxton,Nic Claxton,2021,21,BRK,C,32,1,0.4,-1.0,1.4,0.4,16.9,1.9,0.153,14.0,15.4,6.4,1.9,5.9,9.4,,0,0,0,0,0,0,0,0.3096774193548387,69.443183,25.352272,23.14772766666667,3.0,,0.14814814814814814,,,0.0,0.0,0,Low
nick richards,Nick Richards,2021,23,CHO,F,18,0,-8.0,-5.9,-2.1,-0.1,5.5,0.0,0.026,11.5,9.5,4.2,0.0,0.0,17.8,1218691.0,1,0,1,2,2,1,0,0.42533333333333334,,5.0,5.0,1.0,,-0.037037037037037035,1.218691,-0.030390834950809544,1.0,2.0,23,Medium
nickeil alexanderwalker,Nickeil Alexander-Walker,2021,22,NOP,G,46,13,-1.3,-1.4,0.1,0.2,12.5,0.7,0.035,23.2,7.8,14.7,2.2,2.1,12.4,3793981.0,1,0,1,2,2,1,0,0.3496774193548387,44.72731,15.1618,15.1618,4.0,,0.07407407407407407,3.793981,0.019524102538751267,1.0,3.0,22,Medium
nico mannion,Nico Mannion,2021,19,GSW,G,30,1,-3.9,-3.4,-0.5,-0.2,9.3,0.2,0.029,18.5,6.7,25.6,2.1,0.2,19.7,547332.0,0,0,0,0,0,0,0,0.3341463414634146,,,,,,-0.07407407407407407,0.547332,-0.1353366404194786,0.0,0.0,0,Low
nicolas batum,Nicolas Batum,2021,32,LAC,F,67,38,2.1,0.6,1.5,1.9,12.9,5.0,0.132,11.8,9.7,10.5,1.9,1.8,10.8,14146851.0,1,0,1,1,1,1,0,-0.7095238095238097,5.6016,5.6016,5.74164,2.0,,0.7037037037037036,14.146851,0.0497427804748706,1.6666666666666667,2.6666666666666665,32,Medium
nicolo melli,Nicolò Melli,2021,30,"DAL,NOP",F,45,4,-3.5,-3.5,0.0,-0.2,7.9,0.6,0.048,12.5,11.8,9.8,1.2,0.5,7.3,4749771.0,1,0,1,1,1,0,0,-0.43103448275862066,,,,,,-0.07407407407407407,4.749771,-0.015595293767651971,0.5,0.5,30,Low
nikola jokic,Nikola Jokić,2021,25,DEN,C,72,72,12.1,9.1,3.0,8.8,31.3,15.6,0.301,29.6,17.8,40.4,1.9,1.9,13.1,36002595.0,0,0,0,0,0,0,0,0.21081081081081082,114.25764,55.224526,59.033114,3.0,,3.2592592592592595,36.002595,0.09052845383115465,0.0,0.0,0,Low
nikola vucevic,Nikola Vučević,2021,30,"CHI,ORL",C,70,70,5.3,4.9,0.4,4.4,22.9,6.3,0.129,29.3,18.5,21.3,1.3,1.8,7.9,31685977.0,1,0,1,1,1,1,0,-0.6,21.481481,21.481481,21.481481,1.0,,1.6296296296296298,31.685977,0.051430625908414615,0.3333333333333333,0.3333333333333333,30,Low
noah vonleh,Noah Vonleh,2021,25,BRK,F,4,0,-26.3,-21.3,-5.0,-0.1,-19.0,-0.1,-0.488,19.8,5.0,10.2,0.0,0.0,40.0,521264.0,0,0,0,0,0,0,0,-0.3396551724137931,,,,,,-0.037037037037037035,0.521264,-0.07105235933622318,0.6666666666666666,2.3333333333333335,0,Medium
norman powell,Norman Powell,2021,27,"POR,TOR",G,69,58,0.4,1.1,-0.7,1.3,16.2,4.7,0.103,22.6,5.3,9.2,1.8,0.8,10.3,13242242.0,1,0,1,2,2,1,0,-0.3598290598290598,20.482758,20.482758,20.482758,1.0,,0.48148148148148145,13.242242,0.03635951385584718,1.0,2.3333333333333335,27,Medium
norvel pelle,Norvel Pelle,2021,27,"BRK,NYK,SAC",F,13,0,-2.6,-4.5,1.9,0.0,11.6,0.2,0.112,10.8,12.4,3.0,0.6,10.0,14.5,1236854.0,0,0,0,0,0,0,0,-0.6105882352941177,,,,,,0.0,1.236854,0.0,0.5,0.5,0,Low
obi toppin,Obi Toppin,2021,22,NYK,F,62,0,-0.7,-1.4,0.7,0.2,12.7,1.5,0.109,15.9,11.0,6.4,1.2,2.1,9.4,5925326.0,1,0,1,2,2,1,0,0.8491935483870967,45.025,14.0,15.008333333333335,3.0,,0.07407407407407407,5.925326,0.012501265596875862,1.0,2.0,22,Medium
og anunoby,OG Anunoby,2021,23,TOR,F,43,43,1.2,0.8,0.4,1.2,15.4,3.1,0.104,19.3,9.1,10.1,2.2,2.2,11.7,,0,0,0,0,0,0,0,0.42533333333333334,127.5,39.568966,43.965517,4.0,,0.4444444444444444,,,0.0,0.0,0,Low
onyeka okongwu,Onyeka Okongwu,2021,20,ATL,F,50,4,-1.4,-2.2,0.8,0.1,16.8,1.9,0.155,14.7,14.9,4.4,1.9,4.8,14.3,7085033.0,3,0,3,6,4,1,0,0.5565789473684212,48.0,15.0,16.0,3.0,,0.037037037037037035,7.085033,0.005227503815019215,3.0,6.0,60,High
oshae brissett,Oshae Brissett,2021,22,IND,F,21,16,0.6,1.1,-0.5,0.3,17.2,1.8,0.165,15.6,12.0,4.6,1.7,3.1,5.3,1530058.0,0,0,0,0,0,0,0,0.8491935483870967,,,,,,0.1111111111111111,1.530058,0.07261888837619954,1.5,4.0,0,Medium
otto porter,Otto Porter Jr.,2021,27,"CHI,ORL",F,28,6,0.0,0.0,0.0,0.3,14.5,1.3,0.101,19.3,13.8,12.9,1.3,0.6,9.2,,5,0,5,11,6,2,0,-0.6105882352941177,,,,,,0.1111111111111111,,,3.3333333333333335,7.666666666666667,135,High
pascal siakam,Pascal Siakam,2021,26,TOR,F,56,56,0.8,1.0,-0.3,1.4,17.7,4.2,0.101,26.3,11.1,20.5,1.5,1.8,10.6,37242235.0,4,0,4,9,6,2,1,-0.14893617021276595,146.773872,45.550512,48.924624,3.0,,0.5185185185185185,37.242235,0.013922862538151067,1.6666666666666667,3.3333333333333335,104,Medium
pat connaughton,Pat Connaughton,2021,28,MIL,G,69,4,0.0,-0.5,0.5,0.8,11.3,3.5,0.108,11.6,11.1,6.3,1.5,1.3,7.5,6018231.0,1,0,1,2,2,1,0,-0.3053191489361702,10.739683,10.739683,7.277772,2.0,,0.2962962962962963,6.018231,0.04923312121058435,1.0,1.6666666666666667,28,Low
patrick beverley,Patrick Beverley,2021,32,LAC,G,37,34,0.7,-0.7,1.4,0.6,12.0,2.1,0.119,14.6,8.0,12.0,1.7,3.0,12.4,16249218.0,5,0,5,8,4,2,1,-0.7363636363636363,,,,,,0.2222222222222222,16.249218,0.01367587180024431,5.0,7.0,160,High
patrick mccaw,Patrick McCaw,2021,25,TOR,G,5,0,0.9,-2.7,3.6,0.0,12.0,0.1,0.209,3.0,5.0,15.2,2.9,0.0,0.0,4874765.0,3,0,3,3,1,1,1,0.1966887417218543,,,,,,0.0,4.874765,0.0,3.6666666666666665,6.666666666666667,75,High
patrick patterson,Patrick Patterson,2021,31,LAC,F,38,5,-0.6,-0.4,-0.1,0.2,10.9,1.2,0.101,14.0,7.2,6.7,1.2,1.2,6.0,4649028.0,0,0,0,0,0,0,0,0.023999999999999987,,,,,,0.07407407407407407,4.649028,0.015933238963945596,0.0,0.0,0,Low
patrick williams,Patrick Williams,2021,19,CHI,F,71,71,-2.4,-2.8,0.4,-0.2,10.5,2.5,0.06,14.9,9.1,6.7,1.6,2.0,14.4,8614149.0,1,0,1,2,2,1,0,-0.22499999999999992,54.0,18.0,18.0,4.0,,-0.07407407407407407,8.614149,-0.008599116880155437,1.0,2.0,19,Medium
patty mills,Patty Mills,2021,32,SAS,G,68,1,-1.2,0.0,-1.2,0.4,11.8,2.2,0.062,18.4,3.7,13.5,1.2,0.2,9.3,,0,0,0,0,0,0,0,-0.7363636363636363,,,,,,0.14814814814814814,,,0.0,0.0,0,Low
paul george,Paul George,2021,30,LAC,F,54,54,4.2,3.9,0.3,2.9,20.5,5.3,0.139,30.0,11.1,24.6,1.7,1.2,14.5,43203114.0,3,0,3,3,1,1,0,-0.43103448275862066,105.79247,51.66609,54.12638,3.0,,1.074074074074074,43.203114,0.024861033722570876,2.6666666666666665,3.3333333333333335,90,Medium
paul millsap,Paul Millsap,2021,35,DEN,F,56,36,1.0,0.3,0.7,0.9,16.4,3.2,0.133,18.6,12.8,11.6,2.2,3.0,10.3,12308783.0,1,0,1,2,2,1,1,-0.9294117647058824,,,,,,0.3333333333333333,12.308783,0.02708093345486173,2.3333333333333335,4.0,35,High
paul reed,Paul Reed,2021,21,PHI,F,26,0,-1.0,-1.8,0.8,0.0,21.2,0.6,0.162,22.7,19.0,11.0,2.7,6.6,12.8,742339.0,1,0,1,1,1,0,0,1.1526785714285714,5.335894,5.335894,5.4692915,2.0,,0.0,0.742339,0.0,1.0,1.0,21,Low
paul watson,Paul Watson,2021,26,TOR,G,27,2,-1.3,-0.8,-0.6,0.1,10.9,0.6,0.096,13.7,8.3,8.2,1.0,1.0,9.5,1761858.0,2,0,2,7,6,1,1,-0.4469230769230769,,,,,,0.037037037037037035,1.761858,0.02102157894508924,1.0,3.5,52,High
payton pritchard,Payton Pritchard,2021,23,BOS,G,66,4,-0.7,-0.3,-0.4,0.4,12.4,2.5,0.095,16.7,6.9,13.3,1.4,0.7,10.8,2481012.0,1,0,1,4,4,1,1,0.09395604395604397,23.303571,7.232143,7.767857,3.0,,0.14814814814814814,2.481012,0.05971278984065701,1.0,4.0,23,High
pj dozier,PJ Dozier,2021,24,DEN,G,50,6,-2.6,-2.3,-0.4,-0.2,10.4,1.1,0.051,17.2,9.5,11.2,1.4,2.0,10.7,2148304.0,2,0,2,8,6,1,0,-0.5559999999999999,,,,,,-0.07407407407407407,2.148304,-0.03448025701859424,0.6666666666666666,2.6666666666666665,48,Medium
pj tucker,P.J. Tucker,2021,35,"HOU,MIL",F,52,33,-4.1,-4.6,0.5,-0.7,5.5,1.0,0.034,7.2,8.0,5.7,1.4,1.3,17.4,,3,0,3,4,2,2,0,-0.9294117647058824,,,,,,-0.25925925925925924,,,1.0,1.3333333333333333,105,Low
pj washington,P.J. Washington,2021,22,CHO,F,64,61,-0.9,-1.5,0.6,0.6,13.4,2.7,0.066,19.4,11.6,12.2,1.7,4.0,14.6,,1,0,1,2,2,1,0,0.8491935483870967,102.914614,14.152174,20.582922800000002,5.0,,0.2222222222222222,,,1.5,4.0,22,Medium
precious achiuwa,Precious Achiuwa,2021,21,MIA,F,61,4,-4.1,-3.6,-0.5,-0.4,14.2,1.3,0.085,19.5,16.1,6.1,1.3,4.0,13.5,3146856.0,0,0,0,0,0,0,0,1.1526785714285714,2.111516,2.111516,2.111516,1.0,,-0.14814814814814814,3.146856,-0.04707814661622525,0.0,0.0,0,Low
quinn cook,Quinn Cook,2021,27,"CLE,LAL",G,23,0,-1.2,-1.0,-0.2,0.0,12.7,0.2,0.061,21.8,6.1,18.3,1.3,0.6,8.9,2415018.0,0,0,0,0,0,0,0,-0.3598290598290598,,,,,,0.0,2.415018,0.0,0.0,0.0,0,Low
quinndary weatherspoon,Quinndary Weatherspoon,2021,24,SAS,G,20,0,-5.0,-5.8,0.7,-0.1,9.6,0.1,0.023,18.7,4.8,9.1,3.2,1.4,19.2,547332.0,2,0,2,2,1,0,0,-0.5559999999999999,,,,,,-0.037037037037037035,0.547332,-0.0676683202097393,1.0,1.0,48,Low
rajon rondo,Rajon Rondo,2021,34,"ATL,LAC",G,45,3,-0.2,-0.5,0.3,0.4,13.2,1.3,0.081,17.2,7.9,35.3,2.4,0.5,26.2,9140185.0,8,0,8,9,2,4,1,-0.772,,,,,,0.14814814814814814,9.140185,0.01620844087380596,5.0,8.666666666666666,272,High
raul neto,Raul Neto,2021,28,WAS,G,64,22,-0.6,-1.4,0.9,0.5,13.0,2.8,0.097,15.8,5.9,14.0,2.4,0.4,9.9,2294633.0,0,0,0,0,0,0,0,-0.3053191489361702,,,,,,0.18518518518518517,2.294633,0.0807036180448835,0.0,0.0,0,Low
ray spalding,Ray Spalding,2021,23,HOU,F,2,0,-14.3,-12.2,-2.1,-0.1,0.8,-0.1,-0.184,17.6,11.2,0.0,0.0,9.4,38.1,,0,0,0,0,0,0,0,0.42533333333333334,,,,,,-0.037037037037037035,,,0.0,0.0,0,Low
rayjon tucker,Rayjon Tucker,2021,23,PHI,F,14,0,-3.4,-3.0,-0.4,0.0,15.1,0.2,0.166,19.2,8.9,12.2,1.4,0.0,13.2,845473.0,0,0,0,0,0,0,0,0.42533333333333334,,,,,,0.0,0.845473,0.0,0.0,0.0,0,Low
reggie bullock,Reggie Bullock,2021,29,NYK,G,65,64,-0.1,-0.9,0.8,0.9,11.1,4.6,0.114,14.4,6.2,7.4,1.3,0.5,7.1,5118504.0,3,0,3,4,2,2,0,-0.5593023255813954,,,,,,0.3333333333333333,5.118504,0.06512319485016195,3.3333333333333335,5.333333333333333,87,High
reggie jackson,Reggie Jackson,2021,30,LAC,G,67,43,0.4,0.6,-0.2,0.9,14.2,3.7,0.115,19.9,7.0,19.0,1.3,0.4,10.6,2841492.0,0,0,0,0,0,0,0,-0.7926470588235294,,,,,,0.3333333333333333,2.841492,0.11730926334944224,0.0,0.0,0,Low
reggie perry,Reggie Perry,2021,20,BRK,F,26,0,-6.7,-5.3,-1.4,-0.2,11.0,0.2,0.04,20.4,19.1,9.0,1.4,2.5,15.2,596120.0,2,0,2,2,1,1,0,0.5565789473684212,,,,,,-0.07407407407407407,0.59612,-0.12426034032422008,2.0,2.0,40,Medium
richaun holmes,Richaun Holmes,2021,27,SAC,C,61,61,0.6,0.6,0.0,1.2,20.2,6.1,0.165,17.5,15.7,8.3,1.1,4.6,10.3,6099977.0,2,0,2,8,6,2,1,-0.15142857142857147,,,,,,0.4444444444444444,6.099977,0.07286001970899962,2.6666666666666665,7.333333333333333,54,High
ricky rubio,Ricky Rubio,2021,30,MIN,G,68,51,-1.9,-1.9,0.0,0.0,13.5,3.1,0.085,16.0,6.8,33.3,2.6,0.2,16.4,20717754.0,1,0,1,1,1,0,0,-0.7926470588235294,0.849344,0.424672,0.424672,2.0,,0.0,20.717754,0.0,3.0,4.333333333333333,30,Medium
rj barrett,RJ Barrett,2021,20,NYK,G,72,72,-1.2,-0.9,-0.3,0.5,13.4,4.1,0.078,23.4,8.9,13.8,1.1,0.8,10.5,10031975.0,0,0,0,0,0,0,0,1.1284313725490196,57.321428,27.705357,28.660714,2.0,,0.18518518518518517,10.031975,0.018459494285540504,0.5,1.0,0,Low
rj hampton,R.J. Hampton,2021,19,"DEN,ORL",G,51,1,-3.8,-2.6,-1.2,-0.4,11.1,0.4,0.021,19.6,10.7,15.2,1.2,1.0,13.2,,2,0,2,2,1,0,0,0.3341463414634146,,,,,,-0.14814814814814814,,,2.0,2.0,38,Medium
robert covington,Robert Covington,2021,30,POR,F,70,70,0.2,-1.3,1.5,1.2,11.2,3.7,0.08,11.5,11.1,6.8,2.2,3.4,10.7,14792897.0,1,0,1,1,1,1,0,-0.43103448275862066,,,,,,0.4444444444444444,14.792897,0.030044449335680793,1.3333333333333333,3.0,30,Medium
robert franks,Robert Franks,2021,24,ORL,F,7,0,-0.2,0.7,-0.8,0.0,16.5,0.3,0.158,15.3,7.2,7.4,1.4,2.7,5.6,,0,0,0,0,0,0,0,0.35,,,,,,0.0,,,0.0,0.0,0,Low
robert williams,Robert Williams,2021,23,BOS,C,52,13,6.0,2.9,3.1,2.0,25.7,5.3,0.258,15.0,20.2,14.2,2.1,8.6,15.2,2473846.0,7,0,7,13,6,4,1,0.21944444444444441,13.285713,13.285713,13.285713,1.0,,0.7407407407407407,2.473846,0.29942880063704075,6.666666666666667,9.333333333333334,161,High
robert woodard,Robert Woodard II,2021,21,SAC,F,13,0,-5.3,-2.7,-2.6,0.0,12.5,0.0,-0.011,23.4,19.7,6.3,0.0,5.6,4.1,,2,0,2,2,1,1,0,1.1526785714285714,,,,,,0.0,,,2.0,2.0,42,Medium
robin lopez,Robin Lopez,2021,32,WAS,C,71,9,-1.0,0.2,-1.2,0.4,16.7,3.7,0.131,17.1,10.6,5.9,0.5,2.7,13.4,8896447.0,1,0,1,2,2,1,0,-1.5699999999999998,,,,,,0.14814814814814814,8.896447,0.01665250724791011,1.0,1.3333333333333333,32,Low
rodions kurucs,Rodions Kurucs,2021,22,"BRK,HOU,MIL",F,21,0,-4.6,-6.4,1.8,-0.1,6.3,-0.1,-0.041,15.9,9.8,10.3,3.4,2.9,27.8,2169456.0,3,0,3,4,2,0,0,0.8491935483870967,,,,,,-0.037037037037037035,2.169456,-0.017072038813894838,1.6666666666666667,2.3333333333333335,66,Medium
rodney hood,Rodney Hood,2021,28,"POR,TOR",G,55,5,-6.4,-4.9,-1.4,-1.0,5.6,-0.4,-0.019,14.1,5.9,7.5,1.2,0.7,11.7,12244741.0,4,0,4,6,2,3,1,-0.3053191489361702,,,,,,-0.37037037037037035,12.244741,-0.030247301300237412,3.0,7.333333333333333,112,High
rodney mcgruder,Rodney McGruder,2021,29,DET,G,16,2,0.7,0.7,0.0,0.1,16.1,0.5,0.121,18.1,6.3,13.6,2.0,0.4,8.7,6327820.0,2,0,2,8,6,0,0,-0.5593023255813954,,,,,,0.037037037037037035,6.32782,0.0058530484490767806,2.0,4.666666666666667,58,Medium
romeo langford,Romeo Langford,2021,21,BOS,G,18,4,-4.6,-4.9,0.2,-0.2,5.1,0.0,0.003,11.3,6.9,5.9,1.0,1.7,13.5,4425312.0,2,0,2,2,1,1,0,-0.1217054263565892,,,,,,-0.07407407407407407,4.425312,-0.016738723523691452,3.5,6.0,42,High
rondae hollisjefferson,Rondae Hollis-Jefferson,2021,26,POR,F,11,1,0.1,-1.1,1.2,0.1,14.4,0.3,0.147,10.9,13.0,15.7,0.9,3.4,7.4,612949.0,0,0,0,0,0,0,0,-0.14893617021276595,,,,,,0.037037037037037035,0.612949,0.06042433715861684,1.0,1.3333333333333333,0,Low
royce oneale,Royce O'Neale,2021,27,UTA,F,71,71,1.0,-1.2,2.1,1.7,9.9,5.6,0.121,9.6,11.5,10.4,1.2,1.2,16.7,10358877.0,0,0,0,0,0,0,0,-0.6105882352941177,32.625,10.125,10.875,3.0,,0.6296296296296295,10.358877,0.06078164936504503,0.3333333333333333,0.3333333333333333,0,Low
rudy gay,Rudy Gay,2021,34,SAS,F,63,1,-0.1,-0.1,0.0,0.6,14.7,1.7,0.059,23.6,11.9,9.7,1.6,2.5,8.8,17671026.0,3,0,3,3,1,2,0,-0.7571428571428571,,,,,,0.2222222222222222,17.671026,0.012575513284979729,2.3333333333333335,3.0,102,Medium
rudy gobert,Rudy Gobert,2021,28,UTA,C,71,71,4.9,2.1,2.8,3.8,23.5,11.3,0.248,17.0,23.3,6.0,0.9,7.0,13.7,33544824.0,1,0,1,2,2,1,1,-0.8363636363636364,71.5,35.0,36.5,3.0,,1.4074074074074072,33.544824,0.04195602300394861,1.3333333333333333,3.6666666666666665,28,High
rui hachimura,Rui Hachimura,2021,22,WAS,F,57,57,-3.1,-2.2,-1.0,-0.5,11.4,2.1,0.056,18.1,9.2,6.3,1.1,0.3,8.6,5719123.0,5,0,5,5,1,3,1,0.8491935483870967,18.259259,18.259259,18.259259,1.0,,-0.18518518518518517,5.719123,-0.03237999693050581,3.0,3.0,110,Medium
russell westbrook,Russell Westbrook,2021,32,WAS,G,65,65,3.7,2.6,1.1,3.4,19.5,3.7,0.075,30.2,16.8,48.6,1.7,0.8,18.0,50403633.0,1,0,1,1,1,1,0,-0.7363636363636363,2.296274,2.296274,2.296274,1.0,,1.259259259259259,50.403633,0.02498350186898748,3.3333333333333335,4.333333333333333,32,Medium
ryan arcidiacono,Ryan Arcidiacono,2021,26,CHI,G,44,0,-2.3,-2.6,0.3,0.0,9.8,0.9,0.093,13.1,8.3,16.3,1.0,0.0,7.4,3656074.0,1,0,1,1,1,0,0,-0.4469230769230769,,,,,,0.0,3.656074,0.0,0.3333333333333333,0.3333333333333333,26,Low
saben lee,Saben Lee,2021,21,DET,G,48,7,-2.0,-2.1,0.2,0.0,13.8,1.5,0.091,17.0,6.9,33.2,2.0,1.5,18.1,629863.0,0,0,0,0,0,0,0,-0.1217054263565892,,,,,,0.0,0.629863,0.0,0.0,0.0,0,Low
saddiq bey,Saddiq Bey,2021,21,DET,F,70,53,-0.5,0.3,-0.8,0.7,12.6,3.3,0.082,18.7,9.3,7.6,1.3,0.6,7.4,3278182.0,0,0,0,0,0,0,0,1.1526785714285714,12.559322,6.118644,6.279661,2.0,,0.25925925925925924,3.278182,0.07908629211534296,0.0,0.0,0,Low
sam merrill,Sam Merrill,2021,24,MIL,G,30,2,-1.0,-0.7,-0.3,0.1,11.9,0.5,0.102,15.0,6.8,11.4,1.6,0.4,11.9,1094762.0,3,0,3,6,2,1,0,-0.5559999999999999,38.0,8.482144,9.5,4.0,,0.037037037037037035,1.094762,0.03383113136648608,3.0,6.0,72,High
sean mcdermott,Sean McDermott,2021,24,MEM,F,18,0,-4.3,-3.1,-1.2,-0.1,7.2,0.2,0.05,10.8,6.4,3.1,0.6,1.7,9.9,547332.0,5,0,5,10,6,1,0,0.35,,,,,,-0.037037037037037035,0.547332,-0.0676683202097393,5.0,10.0,120,High
sekou doumbouya,Sekou Doumbouya,2021,20,DET,F,56,11,-6.7,-5.4,-1.3,-1.0,6.9,-0.2,-0.012,17.8,9.2,8.0,1.4,0.9,12.4,4203754.0,4,0,4,4,1,1,0,0.5565789473684212,,,,,,-0.37037037037037035,4.203754,-0.08810467272118452,4.0,4.0,80,Medium
semi ojeleye,Semi Ojeleye,2021,26,BOS,F,56,15,-2.4,-1.7,-0.7,-0.1,8.3,1.2,0.063,11.6,8.6,5.1,0.9,0.0,8.2,2136305.0,1,0,1,1,1,0,0,-0.14893617021276595,,,,,,-0.037037037037037035,2.136305,-0.017336961265847824,0.3333333333333333,0.3333333333333333,26,Low
serge ibaka,Serge Ibaka,2021,31,LAC,F,41,39,1.4,1.2,0.2,0.8,18.2,3.0,0.15,20.1,16.2,11.5,0.5,4.4,10.2,11282645.0,3,0,3,8,6,1,0,0.023999999999999987,,,,,,0.2962962962962963,11.282645,0.026261244264646832,2.3333333333333335,4.666666666666667,93,Medium
seth curry,Seth Curry,2021,30,PHI,G,57,57,-0.3,0.1,-0.4,0.7,12.9,4.0,0.118,17.1,4.6,13.6,1.3,0.4,10.0,9547776.0,7,0,7,8,2,2,0,-0.7926470588235294,1.755198,1.755198,1.755198,1.0,,0.25925925925925924,9.547776,0.02715389000111222,4.666666666666667,5.333333333333333,210,High
shai gilgeousalexander,Shai Gilgeous-Alexander,2021,22,OKC,G,35,35,4.1,3.9,0.2,1.8,21.6,3.5,0.143,27.8,7.3,31.2,1.1,1.7,13.7,5046991.0,2,0,2,8,6,2,0,0.3496774193548387,276.7954,38.33305,58.74026666666666,6.0,,0.6666666666666666,5.046991,0.1320919071713555,1.3333333333333333,3.6666666666666665,44,Medium
shake milton,Shake Milton,2021,24,PHI,G,63,4,-1.6,-0.7,-1.0,0.1,14.6,2.8,0.091,24.9,5.6,20.3,1.3,1.1,12.2,2073716.0,2,0,2,3,2,1,0,-0.5559999999999999,,,,,,0.037037037037037035,2.073716,0.017860226297640096,3.3333333333333335,4.666666666666667,48,Medium
shaquille harrison,Shaquille Harrison,2021,27,"DEN,UTA",G,34,0,-4.1,-5.5,1.5,-0.2,6.8,0.2,0.03,12.9,8.1,9.5,2.5,1.5,11.1,1115160.0,1,0,1,1,1,0,0,-0.3598290598290598,,,,,,-0.07407407407407407,1.11516,-0.06642461536826472,0.3333333333333333,0.3333333333333333,27,Low
sindarius thornwell,Sindarius Thornwell,2021,26,"NOP,ORL",G,21,1,-4.7,-5.7,0.9,-0.2,6.6,0.0,0.009,11.1,4.4,13.0,2.9,0.9,12.4,1506167.0,1,0,1,1,1,0,0,-0.4469230769230769,,,,,,-0.07407407407407407,1.506167,-0.049180518544141565,0.3333333333333333,0.3333333333333333,26,Low
skylar mays,Skylar Mays,2021,23,ATL,G,33,0,1.9,1.2,0.7,0.3,16.8,0.8,0.14,19.1,7.1,16.4,2.6,0.7,7.6,648609.0,0,0,0,0,0,0,0,0.09395604395604397,,,,,,0.1111111111111111,0.648609,0.171306767422455,0.0,0.0,0,Low
solomon hill,Solomon Hill,2021,29,ATL,F,71,16,-2.5,-3.0,0.5,-0.2,6.7,1.3,0.04,10.4,7.7,6.4,1.6,0.6,11.7,2649822.0,0,0,0,0,0,0,0,-1.1833333333333333,,,,,,-0.07407407407407407,2.649822,-0.027954358471653597,0.0,0.0,0,Low
spencer dinwiddie,Spencer Dinwiddie,2021,27,BRK,G,3,3,0.2,-2.4,2.6,0.0,10.1,0.1,0.045,16.1,11.2,17.6,1.5,1.4,21.2,13958950.0,1,0,1,6,6,1,1,-0.3598290598290598,,,,,,0.0,13.95895,0.0,0.6666666666666666,2.3333333333333335,27,Medium
stanley johnson,Stanley Johnson,2021,24,TOR,F,61,13,-2.5,-3.8,1.2,-0.1,8.8,1.0,0.048,13.4,8.4,12.0,2.5,1.8,17.4,4636085.0,0,0,0,0,0,0,0,0.35,,,,,,-0.037037037037037035,4.636085,-0.007988860652260914,0.6666666666666666,1.0,0,Low
stephen curry,Stephen Curry,2021,32,GSW,G,63,63,8.7,8.3,0.4,5.8,26.3,9.0,0.201,34.8,8.5,30.5,1.7,0.3,12.2,52411485.0,1,0,1,2,2,0,0,-0.7363636363636363,122.193975,59.606817,61.0969875,2.0,,2.148148148148148,52.411485,0.04098621033439804,2.0,4.0,32,Medium
sterling brown,Sterling Brown,2021,25,HOU,G,51,14,-1.6,-1.6,0.0,0.1,11.1,1.8,0.071,13.5,9.7,8.4,1.5,0.9,10.5,2046005.0,2,0,2,12,6,1,1,0.1966887417218543,,,,,,0.037037037037037035,2.046005,0.018102124401962377,2.0,5.666666666666667,50,High
